"きらりにしかできないことで、
いつかお礼がしたいなって思ってたんだぁ☆","","It's something only Kirari can do,
I've been wanting to thank you someday.","","I've always wanted to thank you for
something that only glimmers can do☆"
"すっごくきゃわゆくって、
ハピハピなスーツを作っちゃうからにぃ！","","They were so cute,
I'll make you a happy-go-lucky suit!","","I'll make a really happy
suit out of it!"
"……それはそうと、色んな生地を用意している
みたいだけど、どんなスーツを作る気なんだ？","","...... That's right, we have a lot of different fabrics.
It sounds like, what kind of suit are you going to make?","","...By the way, you seem to have a lot of different
fabrics prepared. What kinda suit are we making?"
"にゅふふ♪
それはできてからのお楽しみ～♪","","â™ª
I'll let you know when it's ready....","","Hehe~ You'll have to wait until
it is done before you do that♪"
"よーし☆　Ｐちゃんが用意してくれた衣装を
参考にして、スーツのデザインを考えるにぃ♪","","Okay☆ P-chan prepared the costume for me.
I'll use it as a reference and think about the design of my suit.","","Okay! ☆ I'll take a look at the outfit P-chan prepared
for me and think about how to design my suit."
"（きらりお手製のスーツか……。
どんな仕上がりになるのか、楽しみだな）","","(Kirari's handmade suit or .......
Can't wait to see how it turns out.)","","(A gleaming handmade suit...
(I can't wait to see how it turns out.)"
"どたたたたっ！","","Slap!","","*plod*!"
"（廊下を勢いよく走ってくる音が聞こえてくるが……
誰だろう……？）","","(Although you can hear them running briskly down the hallway: ......
(Who is this ......?)","","(I can hear someone running down the hallway...)
(Who could it be...?)"
"Ｐちゃん、Ｐちゃん！
ようやく完成したにぃ！　はい、これっ！","","P-chan, P-chan!
I finally finished it! Here it is!","","P-chan!
It's finally done! Here you go, this is for ya!!"
"これは、プレゼントボックス……？
おっ、前に言っていた手作りスーツだな","","Is this a gift box ......?
Whoa, that's the handmade suit you mentioned before.","","Is this a gift box...?
Oh, that's the handmade suit you mentioned before."
"うん♪　きらりからのお礼とー、これからも
よろしくおにゃーしゃー！　の気持ちだゆ♪","","Thank you from Kirari and keep up the good work.
I'm just saying hello to you!","","Yep! ♪ It's a thank-you gift from me to you,
and I hope we can get along in the future."
"ああ、ありがとう。
さっそく、開けさせてもらうよ","","
I'll get right on it.","","Yeah, thanks.
I'll open it right away."
"ガサゴソ……ガサゴソ……","","Gazagoso......Gazagoso......","","Rustle... rustle."
"こ、これは……！","","This is ......!","","Th-This is...!"
"うぇへへー♪　Ｐちゃん専用、世界でひとつの
カラフルハピハピスーツだゆ☆","","Hee hee hee ♪ P-chan's exclusive, one and only in the world
Colorful Happi-Happi Suit☆","","Heheh! ♪ This is P-chan's exclusive, colorful happy
suit that you can only wear in the world☆"
"Ｐちゃんが用意してくれた衣装を参考にして、
縫い縫いしたんだにぃ♪　気に入ってくれたかなぁ？","","Referring to the costumes prepared by P-chan,
I sewed it on... I hope you like it.","","I used the costume P-chan prepared as a reference
to sew it up. ♪ Did you like that?"
"そうだな、少し派手な気もするけど……","","Yes, I know, it seems a bit fancy, but ......","","Yeah, I think it's a little flashy..."
"最高にハピハピな
スーツだな！","","Happiest, happiest.
Suit!","","That's the happiest
suit I ever seen!"
"俺に似合うかな？","","Do you think it would look good on me?","","Does it look good on me?"
"最高にハピハピなスーツだな！
着ているだけで、ハピハピが舞い込んできそうだ！","","That's the happiest suit I've ever seen!
Just by wearing it, it seems to bring in the hapi-happi!","","That's the happiest suit I ever seen!
Just wearing it makes me feel like I'm going to burst into happiness!"
"うぇへへ～、ありがとにぃ♪　Ｐちゃんが毎日
ハピハピになるように、きらりんも縫い縫いしたゆ！","","Hee hee~, thank you... ♪ P-chan is here every day
Kirariman sewed and stitched yu to make it hapi-happi!","","Heheh, thanks! ♪ I've sewed up some sparkles
to make P-chan happy every day."
"それに、Ｐちゃんがハピハピになったら、
きらりんもみんなもハピハピになれるにぃ♪","","Besides, when P-chan becomes happy-go-lucky,
Kirari and everyone else can be happy-happy too!","","And if P-chan becomes happy, then
Kirarin and everyone else will be too! ♪"
"素敵なスーツだけど、俺に似合うかな？","","Nice suit, but will it look good on me?","","It's a nice suit. Do you think it would look good on me?"
"もっちろん！　Ｐちゃんが着ている姿を想像して、
きらりんが縫い縫いしたんだゆ！","","Of course! Imagine P-chan wearing it,
Kirarin sewed the stitches!","","Of course! I imagined P-chan wearing
it, so Kirarin sewed her up."
"Ｐちゃんのために作った、Ｐちゃんだけの
スーツだからばっちしお似合いだよぉ♪","","Made for P-chan and only for P-chan.
You look great in your suit.","","It's a P-chan suit, made just
for you. You look great in it! ♪"
"それに、サイズもぴったんこに作ったから、
Ｐちゃんにびしぃ！　っと決まるはずだゆ！","","Besides, I made it exactly the right size,
P-chan should be able to decide with a snap!","","Plus, I made them all the right size too.
They'll probably be decided by P-chan!"
"確かに。いつも着ているスーツと同じ大きさだ。
サイズなんて測ってなかったのに、よく分かったな","","Indeed, it is the same size as the suit I always wear.
I didn't measure you for size, but how could you tell?","","Indeed. It's the same size as that suit I always wear.
I didn't even take your measurements. How did you know?"
"にゅふふ、いつもＰちゃんのことを見てたから、
それくらいは簡単にわかっちゃうんだにぃー♪","","Nyuhuhu, I was always watching P-chan,
It's easy to figure that out.","","Heheh, it's easy to tell that much
because you were always looking at P-chan~"
"あっ……ぴゃあ！　い、いつも見てたっていうのは、
そーゆー意味じゃにゃくてぇ～","","Oh, ......pyaa! No, I mean that I was always watching you,
That's not what I meant~!","","Ah...pyaaah! Th-That's not what
I meant by “I always saw you ⁇"
"ありがとう、きらり。すごくうれしいよ。
世界に１着しかない、俺だけのスーツだからな！","","Thank you, Kirari, that makes me very happy.
It's my own suit, the only one in the world!","","Thank you, Glimmer. I'm really happy to hear that!
There's only one suit in the world, and it belongs to me alone!"
"よかったぁ♪　あのね、きらり……。
Ｐちゃんやみんなに認められて嬉しかったの","","Good... You know, Kirari .......
I was happy to be recognized by P-chan and everyone else.","","I'm so glad♪ You know, glimmer...
I was happy to be recognized by P-chan and everyone else."
"きらりにしかできないこと、
きらりらしく活動していくこと……","","Something only Kirari can do,
To work in a Kirari-like manner: ......","","We'll do what only we can,
and work as one..."
"すっごく大事なことを、
Ｐちゃんに教えてもらったんだぁ","","Something very important,
P-chan taught me that!","","P-chan taught me something
really important."
"だから、きらりにしかできないことを、まずは
一番大切なＰちゃんに、やってあげたいなって♪","","So, let's start with what only Kirari can do.
I wanted to do this for P-chan, the most important person in my life.","","That's why I want to do what only glimmering
stars can, first and foremost for P-chan♪"
"そうか。このスーツには、
きらりの気持ちがいっぱい詰まってるんだな","","Oh yeah, for this suit,
You're full of Kirari's feelings.","","I see. This suit is full of
glimmering feelings, isn't it?"
"うん♪　Ｐちゃんへいろんな気持ちを込めて、
縫い縫いしたゆ☆","","Yes...Â I put all kinds of feelings for P-chan into it,
Stitched ☆","","Yup! ♪ I put all kinds of
feelings into sewing it for you, P-chan☆"
"こうして、きらりにしかできないことに挑戦して、
きらりが一番やりたいことに、近づきたいなって☆","","In this way, you challenge yourself to do what only Kirari can do,
I wanted to get closer to what Kirari wanted to do most.","","Like this, I want to challenge something that only glimmers
can do and get closer with what sparkles wants most☆"
"ああ、目標を持つことは良いことだな。
俺もきらりのやりたいことを応援するぞ","","Yeah, it's good to have goals.
I'll support what Kirari wants to do, too.","","Yeah, it's good to have a goal.
I'm rooting for what you want to do."
"うぇへへ☆　ありがとＰちゃん♪","","Hehehe* Thanks, P-chan!","","Ueheh☆ Thanks, P-chan♪"
"ところで、一番やりたいことって何なんだ？","","By the way, what do you most want to do?","","By the way, what is it that you want to do most?"
"そ、それは……！
うっきゃーっ☆　おとめのひみつだゆ！","","So, that's ......!
Ukkkyo☆ Otome no Himitsu Datayu!","","Th-That's...!
Ukyaa-☆ Virgo's Secret!"
"（あれから、俺ときらりは互いに活動の幅を広げ、
多忙な日々を送っていた……）","","(Since then, Kirari and I have expanded our activities with each other,
(......) which kept him very busy.","","(Ever since then, we've been
busy expanding our activities...)"
"あっ、Ｐちゃん、おっつおっつ！
今、撮影が終わったところなんだぁ～♪","","Oh, P-chan, whoa whoa whoa!
I just finished filming...........................","","P-chan, pops!
I just finished filming! ♪"
"お疲れ様、きらり。
俺も今、打ち合わせが終わったところだ","","Good job, Kirari.
I just got out of a meeting myself.","","Good work, Glittering.
I just finished my meeting."
"ほんとぉ？
それじゃあ、途中まで一緒に帰ろう♪","","Really?
Well then, come home with me on the way... ♪","","Really?!
Well then, let's walk home together partway♪"
"ああ、そうしようか","","Yeah, let's do that.","","Yeah, let's do that."
"ほんとは寄り道して帰りたいけどぉ、
今日は遅いから、また今度にしようにぃ♪","","I really want to stop by and go home,
It's late today, so we'll do it another time.","","I really want to take a detour home,
but it's late today. Maybe next time! ♪"
"そうだな。お互い明日も早いだろうからな","","Yes, we both have early mornings tomorrow.","","Yeah, 'cause we'll both be up early tomorrow as well"
"うん、そうするにぃ♪
にゅふふっ……♪","","Yeah, I'll do that.
Nyuhuhu......♪","","Yeah, I'll do that~
Nyuhufu..."
"……どうしたんだ。急に笑ったりして","","...... what's wrong with you, suddenly you're laughing and stuff.","","...What's wrong? Why are you laughing all of a sudden."
"ん～ん。Ｐちゃんが、きらりんお手製の
スーツを着てくれていることがうれしくって♪","","Hmmm...P-chan is making Kirari-chan's homemade
I'm so glad you're wearing a suit... ♪","","Hmm, I'm happy that P-chan is wearing
a handmade suit made by Giraffe. ♪"
"ああ、今日は大事な打ち合わせだったからな。
ここぞって時には、このスーツを着てるんだ","","Yeah, I had an important meeting today.
I'm wearing this suit when I'm here.","","Yeah, we had an important meeting today.
Sometimes I wear this suit."
"うぷぷ♪
すっかりＰちゃんのトレードマークだにぃ♪","","pouting
It's totally P-chan's trademark...","","P-chan's trademark,
bro!"
"ああ、『派手なスーツの有能プロデューサー』って
親しまれて、仕事も増えてきたしな","","Oh, you know, 'competent producer in a fancy suit'.
They're getting more and more familiar with me, and I'm getting more and more work.","","Yeah, 『A brilliant producer in a flashy suit.』 has
become popular and I've started to get more work."
"お仕事が増えたのは、スーツじゃなくて
Ｐちゃんがゆーしゅーだからだゆ！","","More work, not more suits.
Because P-chan is yu-shu!","","P-chan's the one who got
more work to do, not my suit!"
"でも、このスーツを着るようになってから、
ハピハピが舞い込んでくるような気がしてな","","But then I started wearing this suit,
I have a feeling the Happi Happi's are about to start pouring in.","","But ever since I started wearing this suit, it's
felt like there was a lot of happiest stuff in here."
"それはきっと、Ｐちゃんがハピハピをつかもうと、
一生懸命、お仕事を頑張ってるからだよぉ♪","","That must be P-chan trying to grab Happi-Happi,
Because you're working so hard.","","That's probably because P-chan is
trying so hard to get a happy ending♪"
"……そうか。そういう考え方もできるな","","...... Okay, that's one way to think of it.","","...I see. That's one way of thinking about it, too..."
"うんうん、そーゆーこと♪
ほらほら、Ｐちゃん遅くなる前に帰ろっ♪","","Yeah, yeah, yeah, yeah.
Come on, come on, P-chan, let's go home before it gets late.","","Yeah, yeah. That's right♪ Come on P-chan!
We have to get home before it gets too late~"
"（……ともかく、俺ときらりはお互い、
順調に仕事をこなし、確かに成長していった）","","(...... Anyway, me and Kirari are each other,
(He did his job well, and he certainly grew into it.)","","(...In any case, we've both been doing our
jobs well and have definitely grown up.)"
"Ｐちゃん、Ｐちゃん！　また、Ｐちゃんと一緒に
お仕事ができるってホント！？","","P-chan, P-chan! Also with P-chan!
It's true that you can work!","","Hey, P-chan! Is it true that you'll
be able to work with him again?"
"ああ、本当だ。昨日、とあるディレクターから
相談があってな……","","Oh, it's true: yesterday, a director told me
I'm here for a consultation. ......","","Yeah, you're right. Yesterday a certain
director came to me with something..."
"ただ、きらりをアイドルとしてではなくて、
洋服のデザイナーとして起用したいって話なんだ","","But I don't mean Kirari as an idol,
I'm talking about using him as a clothing designer.","","It's just that I want to appoint you
as a clothing designer, not an idol."
"うぴゃ！？　きらりんがデザイナーさんに！？
うっきゃー、おもしろそうなお仕事だにぃ～！","","Kirarin is a designer!
Oooooh, that sounds like an interesting job!","","Upyah!? Kirarin's a designer now!!
Ukyaa, that sounds like an interesting job!"
"このスーツを見た、有名デザイナーがきらりのことを
調べたそうで、一緒にブランドを設立したいって話だ","","When a famous designer saw this suit, he was impressed by Kirari's
They've looked into it, and they want to establish a brand together.","","A famous designer who saw this suit looked into a sparkle,
and he wants to set up his own brand with it."
"ただ、そのデザイナーは、
きらりと洋服の仕事をしたいって話なんだ","","However, the designer is,
I'm talking about working with Kirari on clothing.","","It's just, the designer wants
to do a little clothing work."
"お洋服のお仕事……？
うにゅ、アイドルのお仕事とは違うんだぁ","","Clothing jobs: ......?
Unyu, it's not like working as an idol!","","Clothes...?
Unyu, it's different from your job as an idol."
"そうなるな。俺も一緒になって取り組むけど、
アイドルの活動は一時休止になるだろう","","That's what I'm going to do, though I'm going to work on it with you,
Idol activities would be put on pause.","","Yeah. I'll be working with her, but the idol
activity will probably take a break for now as well"
"アイドルはお休み……？","","Idol is closed ......?","","Is the idol taking a break...?"
"ああ……すまない、急な相談をして","","Oh ...... sorry for the short notice.","","Ah... I'm sorry for coming to you on such short notice, but that was a bit sudden of an issue in the first place"
"う、ううん！　大好きなお裁縫が、こんなに
おっきなお話になるなんて、きらりんビックリ♪","","I love sewing so much!
Kirarin is surprised that this is going to be a big story.","","N-Nope! I'm just surprised to hear that
my favorite sewing turned out so big♪"
"それに、またＰちゃんと一緒にお仕事ができるのは、
すっごく楽しそうだけどぉ……","","Besides, I can work with P-chan again,
It looks like a lot of fun. ......","","Besides, working with P-chan
again sounds like a lot of fun..."
"……アイドルを休むわけにはいかないよな","","...... can't take a break from idols, can we?","","...I can't take a break from being an idol."
"うん……お洋服のお仕事もやってみたいけど、
アイドルのお仕事もやりたいことでい～っぱいなの","","Yeah ...... I'd love to do some clothing work, though,
I have so many things I want to do in my work as an idol.","","Yeah... I'd love to try working in clothes, but there are a lot
of things that pop idols do too. So much for me at the moment"
"そうだよな。どちらかを選んでほしいって
言われても、急には決められないよな……","","Yes, they want you to choose one or the other.
You can't make a snap decision if you're told to. ......","","That's right. Even if you ask me to
choose one, I can never decide so suddenly..."
"……よしっ！　それなら、デザイナーと一緒に、
きらりのステージ衣装を作るっていうのはどうだ！？","","...... Okay, then, with the designer,
How about making a stage costume for Kirari!","","...Okay! How about we work with the
designers to make a gleaming stage costume?"
"うにゅ……？　きらりんのステージ衣装？","","Unyu......? Kirarin's stage costume?","","Unyu...? Kirarin's stage costume."
"そう。デザイナーと打ち合わせをして、
デザイン、裁縫とふたりで一緒に作っていくんだ！","","Yes, I had a meeting with the designer,
We design, sew and create together!","","That's right. We have a meeting with the
designer, and then we can make it together!"
"うっきゃー！　Ｐちゃん、ナイスアイディアだゆ☆","","P-chan, that's a nice idea!","","Eek! P-chan, that's a great idea☆"
"いろんな衣装をい～っぱいデザインして、
い～っぱい縫い縫いしたいにぃ♪","","Design a lot of different outfits,
I want to do lots and lots of sewing...","","I want to sew a bunch
of outfits together! ♪"
"よし。それじゃ、デザイナーに事情を説明して、
ライブ衣装に協力してもらえるように話をしよう","","Okay, then explain the situation to the designer,
Let's talk to them about getting them to help us with live costumes.","","Alright. Then let's explain the situation to our designer and
talk about how we can get her help with your concert outfit!"
"おっすおっす！　よろしくおにゃーしゃー！","","Nice to meet you!","","Yo! Nice to meet you, nyaa-sha~"
"ねぇ、Ｐちゃん。
これからも、いっぱいハピハピを作っていこうにぃ♪","","Hey, P-chan.
Let's keep on making lots of Happi-Happi!","","Hey, P-chan.
From now on, let's keep making lots of happiesta~"
"ん？
ああ、ハピハピなライブにしような","","Hmm?
Yeah, let's make it a happy-happy gig.","","Hmm?
Yeah, let's put on a happy concert."
"ん～ん。ライブだけじゃなくて、いろんなこと
ぜ～んぶハピハピにしたいなって思ったんだゆ♪","","Hmmm...not just live performances, but many other things.
I wanted to make it all happy-happy.","","Hmmm. I wanted to make not just the
concert, but all sorts of things happy♪"
"全部をハピハピか……。
これはまた、難しいことを言いだしたな","","Happily Happily or ...... for all of them.
This is getting difficult again.","","All of them are happy...
Well, that's a difficult one to say."
"ぜんぜん難しいことなんてないゆ！　きらりんは
Ｐちゃんと一緒にいるだけでいつもハピハピだにぃ♪","","There's nothing at all difficult about Kirarin!
I'm always happy just being with P-chan.","","There's nothing hard about it at all! Just
being with P-chan is enough to make you happy, bro♪"
"だから、Ｐちゃん♪　これからも、
いっぱい、い～っぱいハピハピを届けていこうね♪","","So, P-chan ♪ From now on,
Let's deliver lots and lots of Happi-Happi!","","So, P-chan♪ Let's keep on
delivering lots and loooongies of happiness!"
